departement,circonscription,inscrits,votants,blancs,exprimes,numero_panneau,sexe,nom,prenom,nuance,voix
ZA,4,69233,23933,851,21753,8,M,ARBAU,Aramis,DVD,8350
ZB,1,79425,23940,1059,21837,6,F,MANIN,Josette,DVG,11986
ZB,1,79425,23940,1059,21837,7,M,EDMOND-MARIETTE,Philippe,DIV,9851
ZB,2,81667,27800,1388,25295,5,M,PAMPHILE,Justin,DVG,11185
ZB,2,81667,27800,1388,25295,7,M,AZEROT,Bruno Nestor,DVG,14110
ZB,3,65399,21706,729,20440,2,M,CAROLE,Françis,REG,5326
ZB,3,65399,21706,729,20440,5,M,LETCHIMY,Serge,DVG,15114
ZB,4,83734,23729,989,21748,9,F,SAITHSOOTHANE,Sylvia,LR,6954
ZB,4,83734,23729,989,21748,11,M,NILOR,Jean-Philippe,REG,14794
ZC,1,53662,15714,632,14702,4,M,SERVILLE,Gabriel,DVG,7546
ZC,1,53662,15714,632,14702,10,F,PREVOT-MADERE,Joëlle,REM,7156
ZC,2,39422,13836,323,13284,7,M,RIMANE,Davy,REG,6614
ZC,2,39422,13836,323,13284,8,M,ADAM,Lénaïck,REM,6670
ZD,1,80506,31799,1517,28774,8,F,BAREIGTS,Ericka,SOC,18950
ZD,1,80506,31799,1517,28774,16,M,MOREL,Jean-Jacques,LR,9824
ZD,2,92710,36436,1404,33374,4,F,BELLO,Huguette,DVG,24559
ZD,2,92710,36436,1404,33374,9,M,MELCHIOR,Cyrille,LR,8815
ZD,3,92752,40775,2674,34819,4,F,BASSIRE,Nathalie,LR,19652
ZD,3,92752,40775,2674,34819,9,M,HOARAU,Jacquet,DVD,15167
ZD,4,104970,49343,2631,43278,7,F,GOBALOU,Virginie,DVG,19738
ZD,4,104970,49343,2631,43278,8,M,LORION,David,LR,23540
ZD,5,83173,29366,1167,26583,4,M,RATENON,Jean Hugues,DVG,14056
ZD,5,83173,29366,1167,26583,9,M,GONTHIER,Daniel,LR,12527
ZD,6,75862,27162,1698,23596,11,F,RAMASSAMY,Nadia,LR,12415
ZD,6,75862,27162,1698,23596,16,F,ORPHE,Monique,REM,11181
ZD,7,110366,43452,3228,36695,7,M,ROBERT,Thierry,MDM,22305
ZD,7,110366,43452,3228,36695,8,M,MAROUVIN VIRAMALE,Fabrice,DVD,14390
ZM,1,37956,17276,563,15930,8,M,CHAKRINA,Elad,LR,7938
ZM,1,37956,17276,563,15930,9,F,ALI,Ramlati,SOC,7992
ZM,2,44845,22222,723,19967,1,M,BOINAHERY,Ibrahim,MDM,7066
ZM,2,44845,22222,723,19967,3,M,KAMARDINE,Mansour,LR,12901
ZN,1,85146,32363,1703,30000,2,F,BACKES,Sonia,DVD,12256
ZN,1,85146,32363,1703,30000,3,M,DUNOYER,Philippe,DVD,17744
ZN,2,104634,54882,1950,51970,3,M,GOMES,Philippe,UDI,28557
ZN,2,104634,54882,1950,51970,5,M,MAPOU,Louis,REG,23413
ZP,1,72585,33460,666,32075,1,M,GREIG,Moana,DVD,10147
ZP,1,72585,33460,666,32075,3,F,SAGE,Maina,UDI,21928
ZP,2,66706,30021,548,28486,1,F,IRITI,Teura,DVD,10204
ZP,2,66706,30021,548,28486,3,F,SANQUER,Nicole,DVD,18282
ZP,3,64425,32698,616,31623,1,M,HOWELL,Patrick,DVD,15020
ZP,3,64425,32698,616,31623,5,M,BROTHERSON,"Moetai, Charles",REG,16603
ZS,1,4974,3748,62,3636,1,M,LENORMAND,Stéphane,DIV,1750
ZS,1,4974,3748,62,3636,4,F,GIRARDIN,Annick,RDG,1886
ZX,1,25414,6636,185,6326,3,F,JAVOIS,Claire,LR,3462
ZX,1,25414,6636,185,6326,6,F,BOUCHAUT-CHOISY,Ines,REM,2864
ZZ,1,200179,26157,1158,24645,1,M,LESCURE,Roland,REM,19650
ZZ,1,200179,26157,1158,24645,5,M,LEFEBVRE,Frédéric,LR,4995
ZZ,2,75022,9357,261,9019,12,M,CORONADO,Sergio,ECO,3525
ZZ,2,75022,9357,261,9019,14,F,FORTEZA,Paula,REM,5494
ZZ,3,120692,21169,426,20616,2,F,LEMAIRE,Axelle,SOC,6163
ZZ,3,120692,21169,426,20616,5,M,HOLROYD,Alexandre,REM,14453
ZZ,4,122756,25494,710,24602,8,M,ANGLADE,Pieyre-Alexandre,REM,18138
ZZ,4,122756,25494,710,24602,9,F,RAUSZER,Sophie,FI,6464
ZZ,5,91291,12360,417,11823,1,M,RALLE-ANDREOLI,François,FI,3995
ZZ,5,91291,12360,417,11823,10,F,CAZEBONNE,Samantha,REM,7828
ZZ,6,127470,23945,521,23298,6,F,SCHMID,Claudine,LR,5838
ZZ,6,127470,23945,521,23298,11,M,SON-FORGET,Joachim,REM,17460
ZZ,7,105946,23447,774,22425,8,M,LE BORGN',Pierre-Yves,SOC,8310
ZZ,7,105946,23447,774,22425,9,M,PETIT,Frédéric,MDM,14115
ZZ,8,121386,14201,288,13823,12,M,HABIB,Meyer,UDI,7998
ZZ,8,121386,14201,288,13823,13,F,DRORY,Florence,REM,5825
ZZ,9,107778,12634,1141,11133,17,M,EL GUERRAB,M'Jid,DIV,6642
ZZ,9,107778,12634,1141,11133,25,F,AÏCHI,Leila,DVD,4491
ZZ,10,99956,18252,686,17399,6,F,LAKRAFI,Amal Amélia,REM,12397
ZZ,10,99956,18252,686,17399,9,M,MARSAUD,Alain,LR,5002
ZZ,11,92761,21020,717,20073,9,M,MARIANI,Thierry,LR,5676
ZZ,11,92761,21020,717,20073,14,F,GENETET,Anne,REM,14397
