departement,circonscription,inscrits,votants,blancs,exprimes,numero_panneau,sexe,nom,prenom,nuance,voix
38,1,83180,38017,3225,34090,10,M,MERMILLOD-BLONDIN,Jean-Damien,UDI,10878
38,2,77428,30155,2577,26900,3,M,JOLLY,Alexis,FN,7115
38,2,77428,30155,2577,26900,5,M,COLAS-ROY,Jean-Charles,REM,19785
38,3,59776,23894,1181,22246,3,F,CHALAS,Emilie,REM,12014
38,3,59776,23894,1181,22246,4,M,BRIOT,Raphaël,FI,10232
38,4,89757,38234,2401,34725,11,F,BATTISTEL,Marie-Noëlle,SOC,18755
38,4,89757,38234,2401,34725,12,M,HUGELÉ,Fabrice,REM,15970
38,5,102304,41488,4052,36182,9,M,LANGENIEUX-VILLARD,Philippe,LR,12046
38,5,102304,41488,4052,36182,12,F,KAMOWSKI,Catherine,REM,24136
38,6,83266,35786,1702,33506,6,M,DÉZEMPTE,Gérard,FN,15062
38,6,83266,35786,1702,33506,8,F,MOTIN,Cendra,REM,18444
38,7,91447,38570,3359,34172,5,F,LIMON,Monique,REM,17716
38,7,91447,38570,3359,34172,6,M,NEUDER,Yannick,LR,16456
38,8,78571,32677,2333,29578,1,M,MONNIER,Thibaut,FN,10671
38,8,78571,32677,2333,29578,2,F,ABADIE,Caroline,REM,18907
38,9,97178,39420,4263,34098,1,F,JACQUIER-LAFORGE,Elodie,MDM,20544
38,9,97178,39420,4263,34098,6,M,GATTAZ,Bruno,LR,13554
38,10,93761,36779,2622,33372,2,F,MEYNIER-MILLEFERT,Marjolaine,REM,21566
38,10,93761,36779,2622,33372,3,M,BREUIL,Alain,FN,11806
39,1,65422,30835,2944,26776,8,F,BRULEBOIS,Danielle,REM,15498
39,1,65422,30835,2944,26776,11,M,BRERO,Cyrille,LR,11278
39,2,55226,25165,1710,22848,7,F,PROST-GROSJEAN,Anne,MDM,9785
39,2,55226,25165,1710,22848,11,F,DALLOZ,Marie-Christine,LR,13063
39,3,69497,33940,2436,30339,7,M,SERMIER,Jean-Marie,LR,17679
39,3,69497,33940,2436,30339,8,M,BARD,Paul-Henri,MDM,12660
40,1,101388,46919,4064,41153,3,F,DARRIEUSSECQ,Geneviève,MDM,26192
40,1,101388,46919,4064,41153,6,M,LAGRAVE,Renaud,SOC,14961
40,2,112273,52297,3454,47153,2,M,CAUSSE,Lionel,REM,29682
40,2,112273,52297,3454,47153,6,F,DACHARRY,Caroline,FI,17471
40,3,96511,51367,3340,46229,2,M,VALLAUD,Boris,SOC,23460
40,3,96511,51367,3340,46229,8,M,STEINER,Jean-Pierre,REM,22769
41,1,82752,37298,3092,33135,7,M,FESNEAU,Marc,MDM,22914
41,1,82752,37298,3092,33135,9,M,CHASSIER,Michel,FN,10221
41,2,80340,39034,2581,35432,9,M,BRAULT,Jean-Luc,REM,16324
41,2,80340,39034,2581,35432,12,M,PELTIER,Guillaume,LR,19108
41,3,82183,41283,2458,37872,3,F,MARTIN,Marlène,REM,14784
41,3,82183,41283,2458,37872,9,M,LEROY,Maurice,UDI,23088
42,1,65645,25037,1423,23065,5,M,JUANICO,Régis,SOC,11544
42,1,65645,25037,1423,23065,10,F,VIALLON,Magalie,REM,11521
42,2,53194,19818,1239,18141,6,F,TAURINYA,Andrée,FI,7716
42,2,53194,19818,1239,18141,7,M,MIS,Jean-Michel,REM,10425
42,3,82496,32387,2637,29074,5,F,FAURE-MUNTIAN,Valéria,REM,15298
42,3,82496,32387,2637,29074,9,M,ROCHEBLOINE,François,UDI,13776
42,4,101108,42430,3306,37979,9,M,CINIERI,Dino,LR,19039
42,4,101108,42430,3306,37979,12,M,KAUFFER,David,REM,18940
42,5,101144,44826,3487,40008,7,F,SARLES,Nathalie,MDM,21257
42,5,101144,44826,3487,40008,8,F,ROBIN,Clotilde,LR,18751
42,6,107615,44914,3079,40540,5,M,BOROWCZYK,Julien,REM,23055
42,6,107615,44914,3079,40540,11,M,SALEN,Paul,LR,17485
43,1,97790,48657,2217,45477,1,F,GALLIEN,Cécile,REM,18772
43,1,97790,48657,2217,45477,9,F,VALENTIN,Isabelle,LR,26705
43,2,79462,38539,2507,34912,1,M,VIGIER,Jean-Pierre,LR,22306
43,2,79462,38539,2507,34912,9,M,ETEOCLE,Pierre,REM,12606
44,1,74936,32338,3284,28418,6,M,DE RUGY,François,REM,18796
44,1,74936,32338,3284,28418,16,M,BAINVEL,Julien,LR,9622
44,2,85838,38970,2392,35912,5,F,MALARD,Carole,FI,14370
44,2,85838,38970,2392,35912,12,F,OPPELT,Valérie,REM,21542
44,3,92169,40066,2611,36878,2,F,GOURDON,Martine,FI,16132
44,3,92169,40066,2611,36878,9,F,BRUNET,Anne-France,REM,20746
44,4,89004,40230,2211,37204,1,F,AMADOU,Aude,REM,21179
44,4,89004,40230,2211,37204,14,M,EGRON,Vincent,FI,16025
44,5,116331,51039,4284,45249,5,M,MÉNARD,Michel,SOC,17636
44,5,116331,51039,4284,45249,14,F,EL HAÏRY,Sarah,MDM,27613
44,6,110229,48393,3990,42758,7,M,DANIEL,Yves,REM,26420
44,6,110229,48393,3990,42758,8,M,HUNAULT,Alain,LR,16338
44,7,108228,48141,3688,43164,8,M,LOUVRIER,Franck,LR,16787
44,7,108228,48141,3688,43164,9,F,JOSSO,Sandrine,REM,26377
44,8,85603,36669,1743,34117,8,F,DUFEU SCHUBERT,Audrey,REM,19344
44,8,85603,36669,1743,34117,15,M,DEBRAYE,Lionel,FI,14773
44,9,117872,50175,5032,43384,12,F,HUGUES,Claire,LR,15176
44,9,117872,50175,5032,43384,13,M,HAURY,Yannick,MDM,28208
44,10,114729,49610,3615,44700,4,F,ERRANTE,Sophie,REM,28560
44,10,114729,49610,3615,44700,11,M,GUIHO,Jérôme,LR,16140
45,1,75649,34326,2689,30760,2,M,LEMAIGNEN,Charles-Eric,LR,10759
45,1,75649,34326,2689,30760,4,F,RIST,Stéphanie,REM,20001
45,2,85273,37394,2469,33994,1,M,GROUARD,Serge,LR,16579
45,2,85273,37394,2469,33994,12,F,JANVIER,Caroline,REM,17415
45,3,70836,31961,2501,28479,1,F,CHELLY,Jihan,REM,14210
45,3,70836,31961,2501,28479,3,M,DE GANAY,Claude,LR,14269
45,4,74643,32374,2316,29114,3,M,DOOR,Jean-Pierre,LR,14561
45,4,74643,32374,2316,29114,8,F,HARLÉ,Mélusine,REM,14553
45,5,74554,31511,2413,28152,6,F,DUBOIS,Marianne,LR,14120
45,5,74554,31511,2413,28152,15,M,SIMONNET,David,REM,14032
45,6,71880,31253,2901,27290,3,M,RAMOS,Richard,MDM,14379
45,6,71880,31253,2901,27290,4,F,LECLERC,Alexandrine,UDI,12911
46,1,70805,36826,3422,31874,1,M,MAUREL,Sébastien,REM,15516
46,1,70805,36826,3422,31874,8,M,PRADIÉ,Aurélien,LR,16358
46,2,65345,34432,2851,30018,10,F,TIEGNA,Huguette,REM,15985
46,2,65345,34432,2851,30018,11,M,LABARTHE,Vincent,SOC,14033
47,1,88182,40428,3951,34538,10,M,LAUZZANA,Michel,REM,19635
47,1,88182,40428,3951,34538,11,M,DIONIS DU SEJOUR,Jean,UDI,14903
47,2,76963,37889,3049,33296,1,F,LAPORTE,Hélène,FN,13413
47,2,76963,37889,3049,33296,4,M,FRESCHI,Alexandre,REM,19883
47,3,75664,37247,3148,32669,5,M,BOUSQUET-CASSAGNE,Étienne,FN,12926
47,3,75664,37247,3148,32669,12,M,DAMAISIN,Olivier,REM,19743
48,1,59436,32914,2496,29041,4,M,MOREL A L'HUISSIER,Pierre,LR,16440
48,1,59436,32914,2496,29041,5,M,PALOMBI,Francis,REM,12601
49,1,84090,36906,2970,32892,2,F,FEL,Caroline,LR,11734
49,1,84090,36906,2970,32892,12,M,ORPHELIN,Matthieu,REM,21158
49,2,90325,39368,3077,35188,5,F,DUPONT,Stella,REM,24313
49,2,90325,39368,3077,35188,10,M,HENRY,Maxence,LR,10875
49,3,70380,31627,2037,28733,4,F,BARRAULT,Anne,REM,13827
49,3,70380,31627,2037,28733,11,M,TAUGOURDEAU,Jean-Charles,LR,14906
49,4,74274,32562,2623,28948,4,M,TOURON,Éric,UDI,12091
49,4,74274,32562,2623,28948,13,F,SAINT-PAUL,Laëtitia,REM,16857
49,5,77379,32560,1698,30176,2,M,BRAULT,Patrice,DVD,9545
49,5,77379,32560,1698,30176,11,M,MASSEGLIA,Denis,REM,20631
49,6,94693,40909,3194,36666,8,M,MARTIN,André,LR,14017
49,6,94693,40909,3194,36666,9,F,DUBRE-CHIRAT,Nicole,REM,22649
49,7,77820,34617,2831,30816,5,M,GLÉMOT,Étienne,LR,11581
49,7,77820,34617,2831,30816,8,M,BOLO,Philippe,MDM,19235
50,1,86929,41153,2206,38174,3,F,NOUET,Benoîte,REM,18131
50,1,86929,41153,2206,38174,9,M,GOSSELIN,Philippe,LR,20043
50,2,95481,46325,2504,42937,1,M,HUET,Guenhaël,LR,16747
50,2,95481,46325,2504,42937,6,M,SORRE,Bertrand,REM,26190
50,3,107801,46857,3585,42035,6,M,TRAVERT,Stéphane,REM,27811
50,3,107801,46857,3585,42035,9,M,COUSIN,Jean-Manuel,LR,14224
50,4,88707,31453,4223,25664,4,F,KRIMI,Sonia,DIV,15636
50,4,88707,31453,4223,25664,13,M,MISTLER,Blaise,REM,10028
51,1,72128,26824,2275,23677,3,M,CHEMLA,Gérard,DIV,10573
51,1,72128,26824,2275,23677,9,F,BEAUVAIS,Valérie,LR,13104
51,2,73131,30523,2028,27684,3,F,KURIC,Aina,REM,14176
51,2,73131,30523,2028,27684,8,F,VAUTRIN,Catherine,LR,13508
51,3,80596,33342,2539,30106,6,M,PHILIPPO,Baptiste,FN,12160
51,3,80596,33342,2539,30106,11,M,GIRARDIN,Éric,REM,17946
51,4,78818,32856,2157,29824,9,M,BESSON,Thierry,FN,9878
51,4,78818,32856,2157,29824,10,F,MAGNIER,Lise,LR,19946
51,5,76921,35645,1471,33637,1,M,DE COURSON,Charles,UDI,24074
51,5,76921,35645,1471,33637,8,M,LAVAL,Thomas,FN,9563
52,1,72403,32578,3011,28154,1,M,GUENÉ,Adrien,LR,13109
52,1,72403,32578,3011,28154,5,F,ABBA,Bérangère,REM,15045
52,2,61594,27783,1344,25928,2,M,FABRE,Frédéric,FN,9901
52,2,61594,27783,1344,25928,5,M,CORNUT-GENTILLE,François,LR,16027
53,1,72721,33770,2039,30779,4,M,GAROT,Guillaume,SOC,18848
53,1,72721,33770,2039,30779,6,F,MOTTIER,Béatrice,REM,11931
53,2,77823,35711,2142,32882,8,F,BANNIER,Géraldine,MDM,18013
53,2,77823,35711,2142,32882,11,M,CHEVROLLIER,Guillaume,LR,14869
53,3,71930,33914,1665,31537,3,M,FAVENNEC,Yannick,UDI,19405
53,3,71930,33914,1665,31537,12,M,CHOUZY,Josselin,REM,12132
54,1,79290,34000,2507,30464,2,F,GRANDJEAN,Carole,REM,17025
54,1,79290,34000,2507,30464,7,F,KHIROUNI,Chaynesse,SOC,13439
54,2,68601,29776,2755,26171,6,M,GARCIA,Laurent,MDM,17487
54,2,68601,29776,2755,26171,11,F,DEBORD,Valérie,LR,8684
54,3,82580,28931,1606,26553,12,M,ZOLFO,Patrice,FI,12636
54,3,82580,28931,1606,26553,15,M,PALUSZKIEWICZ,Xavier,REM,13917
54,4,97994,41188,3183,36648,3,M,BUZZI,Philippe,REM,17124
54,4,97994,41188,3183,36648,5,M,BAZIN,Thibault,LR,19524
54,5,78751,35461,2116,32412,1,F,BUCHET,Marion,REM,11951
54,5,78751,35461,2116,32412,11,M,POTIER,Dominique,SOC,20461
54,6,87545,33618,3546,28964,5,M,MARSOLLE,Cédric,FN,11192
54,6,87545,33618,3546,28964,11,F,FIAT,Caroline,FI,17772
55,1,77283,35012,2751,30993,2,M,PANCHER,Bertrand,UDI,18053
55,1,77283,35012,2751,30993,10,F,ANDRÉ,Diana,REM,12940
55,2,60274,26565,2025,23850,5,F,CARIOU,Emilie,REM,14969
55,2,60274,26565,2025,23850,7,M,VILAIN,Eric,FN,8881
56,1,105388,49243,2867,45399,2,M,PELLOIS,Hervé,REM,29243
56,1,105388,49243,2867,45399,5,F,PENHOUET,Christine,LR,16156
56,2,104281,48145,4509,41563,3,M,PAHUN,Jimmy,DIV,21223
56,2,104281,48145,4509,41563,6,M,LE RAY,Philippe,LR,20340
56,3,90782,40557,2577,36404,1,F,LE PEIH,Nicole,REM,24064
56,3,90782,40557,2577,36404,12,F,DORÉ-LUCAS,Marie Madeleine,FI,12340
56,5,80704,35142,2977,31305,3,M,SCHEUER,Alexandre,FI,11549
56,5,80704,35142,2977,31305,4,M,ROUILLARD,Gwendal,REM,19756
56,6,90701,42206,3551,37005,3,M,JACQUES,Jean-Michel,REM,20250
56,6,90701,42206,3551,37005,10,M,LE NAY,Gwenn,UDI,16755
57,1,91439,33908,2850,30179,10,F,BURG,Laurence,FN,12081
57,1,91439,33908,2850,30179,12,M,BELHADDAD,Belkhir,REM,18098
57,2,76507,29820,2325,26755,2,M,MENDES,Ludovic,REM,14020
57,2,76507,29820,2325,26755,8,M,FRANÇOIS,Jean,LR,12735
57,3,75323,29630,2163,26670,7,M,LIOGER,Richard,REM,13657
57,3,75323,29630,2163,26670,8,F,ZIMMERMANN,Marie-Jo,LR,13013
57,4,81476,33703,2668,30191,9,M,DI FILIPPO,Fabien,LR,16089
57,4,81476,33703,2668,30191,10,F,HUCHOT,Mathilde,REM,14102
57,5,73972,30512,1585,28205,1,M,LETT,Céleste,LR,13676
57,5,73972,30512,1585,28205,4,F,GRIES-TRISSE,Nicole,REM,14529
57,6,70132,25574,1203,24019,5,M,PHILIPPOT,Florian,FN,10337
57,6,70132,25574,1203,24019,9,M,AREND,Christophe,REM,13682
57,7,90360,34498,2189,31790,1,F,ZANNIER,Hélène,REM,17879
57,7,90360,34498,2189,31790,9,M,PFEFFER,Kévin,FN,13911
57,8,92436,30225,2116,27447,5,M,HAMMOUCHE,Brahim,MDM,16150
57,8,92436,30225,2116,27447,12,M,HOFF,Hervé,FN,11297
57,9,99470,37780,2742,34213,5,F,MATZ,Emilie,FN,10218
57,9,99470,37780,2742,34213,7,F,RAUCH,Isabelle,REM,23995
58,1,76910,32495,3225,28297,2,F,GOULET,Perrine,REM,18713
58,1,76910,32495,3225,28297,10,F,VIGNERON,Pauline,FN,9584
58,2,82375,39525,2968,34569,5,M,PAUL,Christian,SOC,15686
58,2,82375,39525,2968,34569,9,M,PERROT,Patrice,REM,18883
59,1,61729,23673,1133,22028,8,M,QUATENNENS,Adrien,FI,11039
59,1,61729,23673,1133,22028,14,M,ITIER,Christophe,REM,10989
59,2,86665,35076,3046,30581,9,F,BERRADA,Houmria,REM,10962
59,2,86665,35076,3046,30581,15,M,BERNALICIS,Ugo,FI,19619
59,3,94004,36030,2226,32869,3,M,DI POMPEO,Christophe,REM,16861
59,3,94004,36030,2226,32869,5,F,GODDYN,Sylvie,FN,16008
59,4,99302,41504,3112,37131,4,F,LISO,Brigitte,REM,21814
59,4,99302,41504,3112,37131,7,M,HOUSSIN,Jacques,LR,15317
59,5,99876,43194,3511,38337,4,M,DEKONINCK,Guillaume,REM,17053
59,5,99876,43194,3511,38337,14,M,HUYGHE,Sébastien,LR,21284
59,6,89105,42206,2789,38093,2,M,LAZARO,Thierry,LR,18354
59,6,89105,42206,2789,38093,11,F,LECOCQ,Charlotte,REM,19739
59,7,72442,27916,1853,25364,2,M,VERCAMER,Francis,UDI,13576
59,7,72442,27916,1853,25364,6,M,VERSPIEREN,Arnaud,MDM,11788
59,8,67822,20285,1225,18592,3,F,LEPLAT,Astrid,FN,6889
59,8,67822,20285,1225,18592,12,F,OSSON,Catherine,REM,11703
59,9,91618,38057,2110,35118,4,M,GERARD,Bernard,LR,16837
59,9,91618,38057,2110,35118,12,F,PETIT,Valérie,REM,18281
59,10,82008,26483,1989,23542,1,M,LEDOUX,Vincent,LR,13168
59,10,82008,26483,1989,23542,8,F,TAÏEB,Sophie,REM,10374
59,11,92067,37659,2846,33712,2,M,PIETRASZEWSKI,Laurent,REM,22645
59,11,92067,37659,2846,33712,10,F,ACS,Nathalie,FN,11067
59,12,93580,38828,2451,35325,2,F,CATTELOT,Anne Laure,REM,19095
59,12,93580,38828,2451,35325,3,M,PHILIPPE,Gérard,FN,16230
59,13,89284,36517,1797,34016,4,M,EYMERY,Philippe,FN,12478
59,13,89284,36517,1797,34016,8,M,HUTIN,Christian,DVG,21538
59,14,98782,43911,3074,39391,4,M,CHRISTOPHE,Paul,LR,25162
59,14,98782,43911,3074,39391,11,M,LEMAITTE,Julien,REM,14229
59,15,95872,44859,3033,40400,2,F,DE TEMMERMAN,Jennifer,REM,24519
59,15,95872,44859,3033,40400,7,M,PRINCE,Pascal,FN,15881
59,16,83023,33319,2001,30535,6,M,BRUNEEL,Alain,COM,17057
59,16,83023,33319,2001,30535,8,F,DE MEREUIL,Hortense,FN,13478
59,17,73599,29939,1919,27139,4,M,HOUBRON,Dimitri,REM,14442
59,17,73599,29939,1919,27139,6,M,FRANCOIS,Thibaut,FN,12697
59,18,91572,38056,2662,34032,1,M,BRICOUT,Guy,UDI,21669
59,18,91572,38056,2662,34032,7,F,POMMEYROL-BURLET,Claire,REM,12363
59,19,79087,32076,2176,28933,1,M,CHENU,Sébastien,FN,16013
59,19,79087,32076,2176,28933,3,F,HEBBAR,Sabine,MDM,12920
59,20,81103,30880,1196,29171,9,M,DE DANNE,Ludovic,FN,10538
59,20,81103,30880,1196,29171,11,M,ROUSSEL,Fabien,COM,18633
59,21,82589,31384,1771,28900,4,F,DESCAMPS,Béatrice,UDI,18126
59,21,82589,31384,1771,28900,6,F,CAUDRON,Valérie,FN,10774
60,1,82961,37004,2039,34122,2,M,DASSAULT,Olivier,LR,22885
60,1,82961,37004,2039,34122,10,M,FLOUR,Denis,REM,11237
60,2,88736,38617,2688,35035,9,F,THILL,Agnès,REM,19164
60,2,88736,38617,2688,35035,11,M,DUSSAUSAYE,Gaëtan,FN,15871
60,3,73889,27470,2012,24793,7,M,MURER,Philippe,FN,10493
60,3,73889,27470,2012,24793,11,M,BOIS,Pascal,REM,14300
60,4,92500,40725,2487,37312,6,M,WOERTH,Eric,LR,19396
60,4,92500,40725,2487,37312,10,F,LOZANO,Stéphanie,REM,17916
60,5,72839,29978,1813,27423,2,M,VATIN,Pierre,LR,15347
60,5,72839,29978,1813,27423,6,F,BOUR,Emmanuelle,REM,12076
60,6,75244,33490,2563,30167,5,M,GUINIOT,Michel,FN,12548
60,6,75244,33490,2563,30167,6,F,BUREAU-BONNARD,Carole,REM,17619
60,7,76092,31659,2186,28477,6,M,MINOT,Maxime,LR,17233
60,7,76092,31659,2186,28477,10,M,DARDENNE,Jean-François,REM,11244
61,1,69513,31613,1943,28938,3,M,PUEYO,Joaquim,SOC,15192
61,1,69513,31613,1943,28938,13,F,ROIMIER,Christine,DVD,13746
61,2,67447,32229,1968,29568,8,F,LEROUGE,Ophélie,REM,13386
61,2,67447,32229,1968,29568,9,F,LOUWAGIE,Véronique,LR,16182
61,3,71645,35694,2151,32804,1,F,BOSCHER,Isabelle,REM,14407
61,3,71645,35694,2151,32804,3,M,NURY,Jérôme,LR,18397
62,1,104385,50664,3240,45863,8,M,DUVERGÉ,Bruno,MDM,24770
62,1,104385,50664,3240,45863,11,F,CAUDRON,Agnès,FN,21093
62,2,85128,39763,3181,34875,2,M,HEUSELE,Alban,FN,12028
62,2,85128,39763,3181,34875,12,F,MAQUET,Jacqueline,REM,22847
62,3,85611,33777,1995,30783,2,M,EVRARD,José,FN,16298
62,3,85611,33777,1995,30783,7,M,DEBRUYNE,Patrick,MDM,14485
62,4,88520,47653,2134,44351,6,M,GUILLUY,Thibaut,REM,21204
62,4,88520,47653,2134,44351,10,M,FASQUELLE,Daniel,LR,23147
62,5,90116,37500,2708,33616,3,M,GOLLIOT,Antoine,FN,13101
62,5,90116,37500,2708,33616,11,M,PONT,Jean-Pierre,REM,20515
62,6,91198,44944,2533,41044,3,F,BOURGUIGNON,Brigitte,REM,24970
62,6,91198,44944,2533,41044,7,F,BOURGEOIS,Marie-Christine,FN,16074
62,7,93283,38310,2151,34991,7,M,OLIVIER,Philippe,FN,13707
62,7,93283,38310,2151,34991,9,M,DUMONT,Pierre-Henri,LR,21284
62,8,93014,42051,2645,37741,6,F,HAVERLANT,Karine,FN,16310
62,8,93014,42051,2645,37741,10,M,POTTERIE,Benoit,REM,21431
62,9,79078,35627,2355,31999,1,F,DEPREZ-AUDEBERT,Marguerite,MDM,18451
62,9,79078,35627,2355,31999,11,M,DELAIRE,Jacques,FN,13548
62,10,90271,37449,2261,33959,4,F,DESCHANEL,Laurence,REM,16105
62,10,90271,37449,2261,33959,9,M,PAJOT,Ludovic,FN,17854
62,11,94924,41456,1594,38853,3,F,ROQUET,Anne,REM,16084
62,11,94924,41456,1594,38853,4,F,LE PEN,Marine,FN,22769
62,12,95124,39742,2146,36417,3,F,REMBERT,Coralie,REM,16360
62,12,95124,39742,2146,36417,13,M,BILDE,Bruno,FN,20057
63,1,83501,34383,1865,31645,10,M,LAFFONT,Alain,FI,13603
63,1,83501,34383,1865,31645,13,F,THOMAS,Valérie,REM,18042
63,2,87873,43464,2480,39451,3,M,HAMOUMOU,Mohand,REM,14515
63,2,87873,43464,2480,39451,6,F,PIRÈS BEAUNE,Christine,SOC,24936
63,3,89010,41396,3789,36299,1,F,VICHNIEVSKY,Laurence,MDM,20333
63,3,89010,41396,3789,36299,4,M,GISCARD D'ESTAING,Louis,UDI,15966
63,4,98645,41937,5040,34748,2,M,BARRAUD,Bertrand,LR,15483
63,4,98645,41937,5040,34748,5,M,FANGET,Michel,MDM,19265
63,5,102047,50994,1706,48181,5,M,GARDETTE,Sébastien,REM,17561
63,5,102047,50994,1706,48181,11,M,CHASSAIGNE,André,COM,30620
64,1,68809,29983,3727,24616,7,F,POUEYTO,Josy,MDM,15438
64,1,68809,29983,3727,24616,11,F,ROY,Pauline,LR,9178
64,2,80072,38019,2734,33782,3,F,CHABANNE,Nathalie,SOC,13198
64,2,80072,38019,2734,33782,9,M,MATTEI,Jean-Paul,MDM,20584
64,3,82747,43789,2827,39450,2,M,HABIB,David,SOC,21286
64,3,82747,43789,2827,39450,5,M,BERNOS,Michel,REM,18164
64,4,80161,42780,3768,37481,7,M,CORRÉGÉ,Loïc,REM,17694
64,4,80161,42780,3768,37481,11,M,LASSALLE,Jean,DVD,19787
64,5,90977,40552,3015,36159,2,F,LASSERRE-DAVID,Florence,MDM,20623
64,5,90977,40552,3015,36159,12,F,CAPDEVIELLE,Colette,SOC,15536
64,6,99395,42859,4487,36587,4,M,BRU,Vincent,MDM,22872
64,6,99395,42859,4487,36587,5,F,AROSTEGUY,Maider,LR,13715
65,1,88311,43054,2652,39135,5,F,FERRER,Sylvie,FI,16102
65,1,88311,43054,2652,39135,6,M,SEMPASTOUS,Jean-Bernard,REM,23033
65,2,89340,40960,3500,35685,7,F,STARICKY,Marie-Agnès,REM,17455
65,2,89340,40960,3500,35685,10,F,DUBIÉ,Jeanine,RDG,18230
66,1,70972,28856,2127,25728,2,M,BOLO,Alexandre,FN,11008
66,1,70972,28856,2127,25728,5,M,GRAU,Romain,REM,14720
66,2,96636,44110,2440,40502,9,F,ESPERT,Christine,MDM,20025
66,2,96636,44110,2440,40502,13,M,ALIOT,Louis,FN,20477
66,3,83040,36121,3424,31194,1,F,DOGOR,Sandrine,FN,12693
66,3,83040,36121,3424,31194,7,F,GAYTE,Laurence,REM,18501
66,4,97099,43371,3473,38285,1,M,CAZENOVE,Sébastien,REM,22193
66,4,97099,43371,3473,38285,12,M,MASSANELL,Stéphane,FN,16092
67,1,61033,24587,1731,22186,14,M,ELKOUBY,Eric,SOC,8885
67,1,61033,24587,1731,22186,18,M,MICHELS,Thierry,REM,13301
67,2,69535,27198,1792,24760,1,M,BIES,Philippe,SOC,10268
67,2,69535,27198,1792,24760,12,M,WASERMAN,Sylvain,REM,14492
67,3,68885,26419,1827,23985,3,M,SCHULER,Georges,LR,9648
67,3,68885,26419,1827,23985,7,M,STUDER,Bruno,REM,14337
67,4,94490,39807,1854,37313,1,F,ROHFRITSCH,Sophie,LR,16471
67,4,94490,39807,1854,37313,9,F,WONNER,Martine,REM,20842
67,5,103986,39348,2502,36030,5,M,HERTH,Antoine,LR,19508
67,5,103986,39348,2502,36030,11,M,SIMLER,Gérard,REG,16522
67,6,96028,41886,1607,39688,10,M,SALOMON,Guy,MDM,14845
67,6,96028,41886,1607,39688,12,M,FURST,Laurent,LR,24843
67,7,85427,35728,1806,33281,3,F,DE SANTIS,Antoinette,REM,12445
67,7,85427,35728,1806,33281,10,M,HETZEL,Patrick,LR,20836
67,8,94499,40141,1931,37470,1,M,REISS,Frédéric,LR,22063
67,8,94499,40141,1931,37470,6,M,GLIECH,Christian,REM,15407
67,9,92729,36097,1685,33722,2,M,THIEBAUT,Vincent,REM,17209
67,9,92729,36097,1685,33722,7,M,WOLF,Etienne,LR,16513
68,1,76069,32111,1211,30362,9,F,VILLEMIN,Stéphanie,REM,10199
68,1,76069,32111,1211,30362,18,M,STRAUMANN,Eric,LR,20163
68,2,92204,39793,2058,36975,3,M,CATTIN,Jacques,LR,19001
68,2,92204,39793,2058,36975,5,M,OTT,Hubert,REM,17974
68,3,85719,36569,1883,34064,4,M,REITZER,Jean-Luc,LR,18786
68,3,85719,36569,1883,34064,7,M,STRIBY,Patrick,REM,15278
68,4,102685,39193,2359,35838,1,M,SCHELLENBERGER,Raphaël,LR,18234
68,4,102685,39193,2359,35838,3,F,TACQUARD,Aurélie,REM,17604
68,5,77489,31422,2110,29134,5,M,BECHT,Olivier,DVD,16807
68,5,77489,31422,2110,29134,11,F,LEHR,Cécile,REM,12327
68,6,92418,34570,2201,31809,3,M,MARCELLI,Sylvain,FN,11401
68,6,92418,34570,2201,31809,7,M,FUCHS,Bruno,REM,20408
69,1,69503,29725,1597,27280,8,M,AUBIN,Elliott,FI,9693
69,1,69503,29725,1597,27280,12,M,RUDIGOZ,Thomas,REM,17587
69,2,74987,34887,1841,31931,5,F,PERRIN-GILBERT,Nathalie,DVG,15067
69,2,74987,34887,1841,31931,19,M,JULIEN-LAFERRIERE,Hubert,REM,16864
69,3,72021,32054,1958,29400,6,M,TOURAINE,Jean-Louis,REM,17595
69,3,72021,32054,1958,29400,14,M,LE BRUN,Pascal,FI,11805
69,4,80168,36272,2384,33185,5,F,NACHURY,Dominique,LR,13090
69,4,80168,36272,2384,33185,12,F,BRUGNERA,Anne,REM,20095
69,5,88072,39664,1948,37088,1,F,BROCARD,Blandine,REM,22348
69,5,88072,39664,1948,37088,9,M,COCHET,Philippe,LR,14740
69,6,82455,33326,2008,30296,6,M,BONNELL,Bruno,REM,18233
69,6,82455,33326,2008,30296,17,F,VALLAUD-BELKACEM,Najat,SOC,12063
69,7,68017,23086,1722,20681,4,F,KHEDHER,Anissa,REM,10466
69,7,68017,23086,1722,20681,15,M,VINCENDET,Alexandre,LR,10215
69,8,102568,47124,2179,44235,8,M,VERCHÈRE,Patrice,LR,23721
69,8,102568,47124,2179,44235,9,F,TERROIR,Joëlle,REM,20514
69,9,91683,40167,2180,37313,10,F,CROIZEAU,Marion,REM,18284
69,9,91683,40167,2180,37313,13,M,PERRUT,Bernard,LR,19029
69,10,95268,42042,2830,38378,1,F,CRUZ,Sophie,LR,13880
69,10,95268,42042,2830,38378,9,M,GASSILLOUD,Thomas,REM,24498
69,11,92513,38567,2421,35078,2,M,FENECH,Georges,LR,15886
69,11,92513,38567,2421,35078,4,M,FUGIT,Jean-Luc,REM,19192
69,12,79783,35295,2557,31958,2,M,ISAAC-SIBILLE,Cyrille,MDM,17977
69,12,79783,35295,2557,31958,8,M,MOROGE,Jérôme,LR,13981
